0,100,250,250,250,250,250,250
1004,99.81,250,250,250,250,250,250
1505,99.81,264.45,250,250,250,250,250
1508,99.81,264.45,269.15,250,250,250,250
1509,99.81,264.45,269.15,271.28,250,250,250
1510,99.81,264.45,269.15,271.28,250.4,250,250
1511,99.81,264.45,269.15,271.28,250.4,287.78,247.37
2004,95.16,264.45,269.15,271.28,250.4,287.78,247.37
3005,102.46,264.45,269.15,271.28,250.4,287.78,247.37
3007,102.46,272.95,269.15,271.28,250.4,287.78,247.37
3009,102.46,272.95,210.18,271.28,250.4,287.78,247.37
3009,102.46,272.95,210.18,245.87,250.4,287.78,247.37
3010,102.46,272.95,210.18,245.87,262.51,287.78,247.37
3010,102.46,272.95,210.18,245.87,262.51,233.76,247.37
3011,102.46,272.95,210.18,245.87,262.51,233.76,270.34
4006,97.82,272.95,210.18,245.87,262.51,233.76,270.34
4506,97.82,269.99,210.18,245.87,262.51,233.76,270.34
4509,97.82,269.99,232.45,245.87,262.51,233.76,270.34
4511,97.82,269.99,232.45,248.45,262.51,233.76,270.34
4511,97.82,269.99,232.45,248.45,262.51,234.31,270.34
4511,97.82,269.99,232.45,248.45,253.64,234.31,270.34
4511,97.82,269.99,232.45,248.45,253.64,234.31,265.33
5006,100.26,269.99,232.45,248.45,253.64,234.31,265.33
6007,104.87,269.99,232.45,248.45,253.64,234.31,265.33
6008,104.87,257.1,232.45,248.45,253.64,234.31,265.33
6010,104.87,257.1,238.4,248.45,253.64,234.31,265.33
6011,104.87,257.1,238.4,242.99,253.64,234.31,265.33
6011,104.87,257.1,238.4,242.99,253.64,229.03,265.33
6012,104.87,257.1,238.4,242.99,283.39,229.03,265.33
6012,104.87,257.1,238.4,242.99,283.39,229.03,228.73
7008,100.02,257.1,238.4,242.99,283.39,229.03,228.73
7507,100.02,245.37,238.4,242.99,283.39,229.03,228.73
7510,100.02,245.37,235.96,242.99,283.39,229.03,228.73
7512,100.02,245.37,235.96,242.99,283.39,253.43,228.73
7513,100.02,245.37,235.96,242.99,245.97,253.43,228.73
7513,100.02,245.37,235.96,242.99,245.97,253.43,239.7
7513,100.02,245.37,235.96,266.7,245.97,253.43,239.7
8008,101.67,245.37,235.96,266.7,245.97,253.43,239.7
9008,101.67,247.29,235.96,266.7,245.97,253.43,239.7
9008,108.7,247.29,235.96,266.7,245.97,253.43,239.7
9011,108.7,247.29,240.33,266.7,245.97,253.43,239.7
9012,108.7,247.29,240.33,266.7,217.26,253.43,239.7
9012,108.7,247.29,240.33,266.7,217.26,253.43,304.43
9012,108.7,247.29,240.33,266.7,217.26,238.83,304.43
9012,108.7,247.29,240.33,274.6,217.26,238.83,304.43
10009,91.75,247.29,240.33,274.6,217.26,238.83,304.43
10508,91.75,263.42,240.33,274.6,217.26,238.83,304.43
10511,91.75,263.42,223.36,274.6,217.26,238.83,304.43
10512,91.75,263.42,223.36,274.6,238.06,238.83,304.43
10513,91.75,263.42,223.36,274.6,238.06,238.83,258.14
10513,91.75,263.42,223.36,274.6,238.06,279.81,258.14
10514,91.75,263.42,223.36,294.25,238.06,279.81,258.14
11009,94.03,263.42,223.36,294.25,238.06,279.81,258.14
12008,94.03,215.3,223.36,294.25,238.06,279.81,258.14
12009,109.79,215.3,223.36,294.25,238.06,279.81,258.14
12011,109.79,215.3,253.21,294.25,238.06,279.81,258.14
12012,109.79,215.3,253.21,294.25,240.69,279.81,258.14
12013,109.79,215.3,253.21,294.25,240.69,279.81,268.44
12014,109.79,215.3,253.21,235,240.69,279.81,268.44
12014,109.79,215.3,253.21,235,240.69,269.98,268.44
13010,103.34,215.3,253.21,235,240.69,269.98,268.44
13509,103.34,230.75,253.21,235,240.69,269.98,268.44
13512,103.34,230.75,195.59,235,240.69,269.98,268.44
13512,103.34,230.75,195.59,235,235.92,269.98,268.44
13514,103.34,230.75,195.59,235,235.92,269.98,251.47
13514,103.34,230.75,195.59,291.04,235.92,269.98,251.47
13514,103.34,230.75,195.59,291.04,235.92,225.98,251.47
14010,96.73,230.75,195.59,291.04,235.92,225.98,251.47
15009,96.73,283.67,195.59,291.04,235.92,225.98,251.47
15011,99.33,283.67,195.59,291.04,235.92,225.98,251.47
15012,99.33,283.67,256.33,291.04,235.92,225.98,251.47
15014,99.33,283.67,256.33,291.04,239.03,225.98,251.47
15014,99.33,283.67,256.33,286.48,239.03,225.98,251.47
15015,99.33,283.67,256.33,286.48,239.03,225.98,257.59
15015,99.33,283.67,256.33,286.48,239.03,226.42,257.59
16011,95.8,283.67,256.33,286.48,239.03,226.42,257.59
16510,95.8,225.72,256.33,286.48,239.03,226.42,257.59
16512,95.8,225.72,259.76,286.48,239.03,226.42,257.59
16515,95.8,225.72,259.76,286.48,279.04,226.42,257.59
16515,95.8,225.72,259.76,286.48,279.04,263.39,257.59
16516,95.8,225.72,259.76,286.48,279.04,263.39,279.01
16516,95.8,225.72,259.76,221.03,279.04,263.39,279.01
17012,98.29,225.72,259.76,221.03,279.04,263.39,279.01
18011,98.29,286.23,259.76,221.03,279.04,263.39,279.01
18013,99.53,286.23,259.76,221.03,279.04,263.39,279.01
18013,99.53,286.23,213.09,221.03,279.04,263.39,279.01
18015,99.53,286.23,213.09,221.03,287.28,263.39,279.01
18015,99.53,286.23,213.09,221.03,287.28,276.48,279.01
18016,99.53,286.23,213.09,227.03,287.28,276.48,279.01
18016,99.53,286.23,213.09,227.03,287.28,276.48,279.83
19013,99.94,286.23,213.09,227.03,287.28,276.48,279.83
19511,99.94,232.08,213.09,227.03,287.28,276.48,279.83
19513,99.94,232.08,268.36,227.03,287.28,276.48,279.83
19515,99.94,232.08,268.36,227.03,262.67,276.48,279.83
19515,99.94,232.08,268.36,227.03,262.67,237.85,279.83
19516,99.94,232.08,268.36,273.41,262.67,237.85,279.83
19517,99.94,232.08,268.36,273.41,262.67,237.85,256.91
20013,98.32,232.08,268.36,273.41,262.67,237.85,256.91
21012,98.32,218.94,268.36,273.41,262.67,237.85,256.91
21014,98.32,218.94,235.01,273.41,262.67,237.85,256.91
21014,90.07,218.94,235.01,273.41,262.67,237.85,256.91
21015,90.07,218.94,235.01,273.41,246.22,237.85,256.91
21015,90.07,218.94,235.01,273.41,246.22,249.99,256.91
21016,90.07,218.94,235.01,222.68,246.22,249.99,256.91
21017,90.07,218.94,235.01,222.68,246.22,249.99,234.41
22015,107.25,218.94,235.01,222.68,246.22,249.99,234.41
22512,107.25,214.72,235.01,222.68,246.22,249.99,234.41
22514,107.25,214.72,297.1,222.68,246.22,249.99,234.41
22515,107.25,214.72,297.1,222.68,216.11,249.99,234.41
22516,107.25,214.72,297.1,222.68,216.11,244.51,234.41
22517,107.25,214.72,297.1,251.69,216.11,244.51,234.41
22517,107.25,214.72,297.1,251.69,216.11,244.51,203.25
23015,103.42,214.72,297.1,251.69,216.11,244.51,203.25
24012,103.42,245.02,297.1,251.69,216.11,244.51,203.25
24014,103.42,245.02,270.61,251.69,216.11,244.51,203.25
24015,101.28,245.02,270.61,251.69,216.11,244.51,203.25
24016,101.28,245.02,270.61,251.69,216.11,280.35,203.25
24016,101.28,245.02,270.61,251.69,234.66,280.35,203.25
24017,101.28,245.02,270.61,292.21,234.66,280.35,203.25
24017,101.28,245.02,270.61,292.21,234.66,280.35,232.38
25016,96.15,245.02,270.61,292.21,234.66,280.35,232.38
25513,96.15,261.25,270.61,292.21,234.66,280.35,232.38
25514,96.15,261.25,252.14,292.21,234.66,280.35,232.38
25517,96.15,261.25,252.14,292.21,234.66,296.91,232.38
25517,96.15,261.25,252.14,292.21,268.06,296.91,232.38
25518,96.15,261.25,252.14,292.21,268.06,296.91,252.14
25518,96.15,261.25,252.14,307.8,268.06,296.91,252.14
26016,100.39,261.25,252.14,307.8,268.06,296.91,252.14
27013,100.39,259.54,252.14,307.8,268.06,296.91,252.14
27015,100.39,259.54,263.47,307.8,268.06,296.91,252.14
27017,96.1,259.54,263.47,307.8,268.06,296.91,252.14
27018,96.1,259.54,263.47,307.8,237.64,296.91,252.14
27018,96.1,259.54,263.47,307.8,237.64,263.04,252.14
27018,96.1,259.54,263.47,307.8,237.64,263.04,283.87
27018,96.1,259.54,263.47,255.49,237.64,263.04,283.87
28017,96.73,259.54,263.47,255.49,237.64,263.04,283.87
28513,96.73,264.05,263.47,255.49,237.64,263.04,283.87
28515,96.73,264.05,253.38,255.49,237.64,263.04,283.87
28518,96.73,264.05,253.38,255.49,237.64,247.85,283.87
28519,96.73,264.05,253.38,255.49,237.64,247.85,262.71
28519,96.73,264.05,253.38,255.49,248.83,247.85,262.71
28519,96.73,264.05,253.38,245.82,248.83,247.85,262.71
29018,97.91,264.05,253.38,245.82,248.83,247.85,262.71
30013,97.91,227.63,253.38,245.82,248.83,247.85,262.71
30015,97.91,227.63,249.81,245.82,248.83,247.85,262.71
30018,97.91,227.63,249.81,245.82,248.83,294.87,262.71
30019,106.01,227.63,249.81,245.82,248.83,294.87,262.71
30019,106.01,227.63,249.81,245.82,281.63,294.87,262.71
30020,106.01,227.63,249.81,245.82,281.63,294.87,291.6
30020,106.01,227.63,249.81,296.99,281.63,294.87,291.6
31019,101.52,227.63,249.81,296.99,281.63,294.87,291.6
31514,101.52,251.54,249.81,296.99,281.63,294.87,291.6
31516,101.52,251.54,221.97,296.99,281.63,294.87,291.6
31518,101.52,251.54,221.97,296.99,281.63,245.76,291.6
31519,101.52,251.54,221.97,296.99,281.63,245.76,226.61
31520,101.52,251.54,221.97,296.99,231.89,245.76,226.61
31520,101.52,251.54,221.97,212.09,231.89,245.76,226.61
32020,100.17,251.54,221.97,212.09,231.89,245.76,226.61
33014,100.17,297.7,221.97,212.09,231.89,245.76,226.61
33016,100.17,297.7,244.96,212.09,231.89,245.76,226.61
33019,100.17,297.7,244.96,212.09,231.89,280.73,226.61
33019,100.17,297.7,244.96,212.09,231.89,280.73,220.18
33021,100.17,297.7,244.96,212.09,216.08,280.73,220.18
33021,94.91,297.7,244.96,212.09,216.08,280.73,220.18
33021,94.91,297.7,244.96,295.41,216.08,280.73,220.18
34021,98.5,297.7,244.96,295.41,216.08,280.73,220.18
34515,98.5,250.37,244.96,295.41,216.08,280.73,220.18
34517,98.5,250.37,212.66,295.41,216.08,280.73,220.18
34519,98.5,250.37,212.66,295.41,216.08,279.1,220.18
34520,98.5,250.37,212.66,295.41,216.08,279.1,268.57
34521,98.5,250.37,212.66,295.41,319.47,279.1,268.57
34521,98.5,250.37,212.66,238.92,319.47,279.1,268.57
35021,96.69,250.37,212.66,238.92,319.47,279.1,268.57
36015,96.69,243.76,212.66,238.92,319.47,279.1,268.57
36017,96.69,243.76,279.94,238.92,319.47,279.1,268.57
36019,96.69,243.76,279.94,238.92,319.47,247.51,268.57
36020,96.69,243.76,279.94,238.92,319.47,247.51,284.15
36021,96.69,243.76,279.94,238.92,231.39,247.51,284.15
36022,96.69,243.76,279.94,266.56,231.39,247.51,284.15
36022,99.98,243.76,279.94,266.56,231.39,247.51,284.15
37022,93.48,243.76,279.94,266.56,231.39,247.51,284.15
37515,93.48,219.07,279.94,266.56,231.39,247.51,284.15
37517,93.48,219.07,258.67,266.56,231.39,247.51,284.15
37519,93.48,219.07,258.67,266.56,231.39,266.98,284.15
37520,93.48,219.07,258.67,266.56,231.39,266.98,297.33
37521,93.48,219.07,258.67,266.56,274.03,266.98,297.33
37522,93.48,219.07,258.67,280.53,274.03,266.98,297.33
38023,105.16,219.07,258.67,280.53,274.03,266.98,297.33
39016,105.16,266.05,258.67,280.53,274.03,266.98,297.33
39017,105.16,266.05,244.5,280.53,274.03,266.98,297.33
39019,105.16,266.05,244.5,280.53,274.03,234.73,297.33
39020,105.16,266.05,244.5,280.53,274.03,234.73,252.47
39021,105.16,266.05,244.5,280.53,265.32,234.73,252.47
39022,105.16,266.05,244.5,217.22,265.32,234.73,252.47
39023,97.46,266.05,244.5,217.22,265.32,234.73,252.47
40023,96.37,266.05,244.5,217.22,265.32,234.73,252.47
40517,96.37,248.48,244.5,217.22,265.32,234.73,252.47
40518,96.37,248.48,183.93,217.22,265.32,234.73,252.47
40520,96.37,248.48,183.93,217.22,265.32,275.42,252.47
40521,96.37,248.48,183.93,217.22,265.32,275.42,205.71
40521,96.37,248.48,183.93,217.22,230.53,275.42,205.71
40522,96.37,248.48,183.93,275.64,230.53,275.42,205.71
41024,90.97,248.48,183.93,275.64,230.53,275.42,205.71
42017,90.97,265.98,183.93,275.64,230.53,275.42,205.71
42018,90.97,265.98,241.86,275.64,230.53,275.42,205.71
42020,90.97,265.98,241.86,275.64,230.53,257.79,205.71
42021,90.97,265.98,241.86,275.64,230.53,257.79,271.91
42022,90.97,265.98,241.86,275.64,269.19,257.79,271.91
42023,90.97,265.98,241.86,256.54,269.19,257.79,271.91
42024,99.45,265.98,241.86,256.54,269.19,257.79,271.91
43025,100.79,265.98,241.86,256.54,269.19,257.79,271.91
43517,100.79,269.4,241.86,256.54,269.19,257.79,271.91
43518,100.79,269.4,255.33,256.54,269.19,257.79,271.91
43520,100.79,269.4,255.33,256.54,269.19,272.3,271.91
43521,100.79,269.4,255.33,256.54,269.19,272.3,204.48
43522,100.79,269.4,255.33,256.54,232.1,272.3,204.48
43523,100.79,269.4,255.33,278.66,232.1,272.3,204.48
44025,100.21,269.4,255.33,278.66,232.1,272.3,204.48
45018,100.21,235.93,255.33,278.66,232.1,272.3,204.48
45019,100.21,235.93,272.1,278.66,232.1,272.3,204.48
45020,100.21,235.93,272.1,278.66,232.1,262.91,204.48
45021,100.21,235.93,272.1,278.66,232.1,262.91,228.58
45022,100.21,235.93,272.1,278.66,259.66,262.91,228.58
45023,100.21,235.93,272.1,247.32,259.66,262.91,228.58
45025,92.13,235.93,272.1,247.32,259.66,262.91,228.58
46025,100.08,235.93,272.1,247.32,259.66,262.91,228.58
46518,100.08,255.49,272.1,247.32,259.66,262.91,228.58
46519,100.08,255.49,269.49,247.32,259.66,262.91,228.58
46521,100.08,255.49,269.49,247.32,259.66,211.4,228.58
46521,100.08,255.49,269.49,247.32,259.66,211.4,203.43
46523,100.08,255.49,269.49,247.32,231.79,211.4,203.43
46523,100.08,255.49,269.49,196.4,231.79,211.4,203.43
47026,101.87,255.49,269.49,196.4,231.79,211.4,203.43
48019,101.87,277.76,269.49,196.4,231.79,211.4,203.43
48019,101.87,277.76,307.91,196.4,231.79,211.4,203.43
48021,101.87,277.76,307.91,196.4,231.79,221.35,203.43
48022,101.87,277.76,307.91,196.4,231.79,221.35,259.11
48023,101.87,277.76,307.91,196.4,217.68,221.35,259.11
48023,101.87,277.76,307.91,232.39,217.68,221.35,259.11
48026,106.51,277.76,307.91,232.39,217.68,221.35,259.11
49027,108.38,277.76,307.91,232.39,217.68,221.35,259.11
49519,108.38,273.48,307.91,232.39,217.68,221.35,259.11
49519,108.38,273.48,223.56,232.39,217.68,221.35,259.11
49522,108.38,273.48,223.56,232.39,217.68,212.19,259.11
49522,108.38,273.48,223.56,232.39,217.68,212.19,206.91
49523,108.38,273.48,223.56,232.39,249.32,212.19,206.91
49524,108.38,273.48,223.56,241.12,249.32,212.19,206.91
50027,100.25,273.48,223.56,241.12,249.32,212.19,206.91
51019,100.25,246.49,223.56,241.12,249.32,212.19,206.91
51020,100.25,246.49,231.23,241.12,249.32,212.19,206.91
51022,100.25,246.49,231.23,241.12,249.32,270.19,206.91
51022,100.25,246.49,231.23,241.12,249.32,270.19,241.85
51023,100.25,246.49,231.23,241.12,262,270.19,241.85
51024,100.25,246.49,231.23,246.58,262,270.19,241.85
51028,99.49,246.49,231.23,246.58,262,270.19,241.85
52028,108.15,246.49,231.23,246.58,262,270.19,241.85
52519,108.15,246.42,231.23,246.58,262,270.19,241.85
52520,108.15,246.42,289.96,246.58,262,270.19,241.85
52522,108.15,246.42,289.96,246.58,262,239.93,241.85
52522,108.15,246.42,289.96,246.58,262,239.93,264.98
52524,108.15,246.42,289.96,246.58,244.5,239.93,264.98
52524,108.15,246.42,289.96,244.83,244.5,239.93,264.98
53028,97.78,246.42,289.96,244.83,244.5,239.93,264.98
54020,97.78,254.93,289.96,244.83,244.5,239.93,264.98
54022,97.78,254.93,267.02,244.83,244.5,239.93,264.98
54022,97.78,254.93,267.02,244.83,244.5,231.92,264.98
54023,97.78,254.93,267.02,244.83,244.5,231.92,204.74
54024,97.78,254.93,267.02,244.83,268.96,231.92,204.74
54024,97.78,254.93,267.02,241.32,268.96,231.92,204.74
54028,98.64,254.93,267.02,241.32,268.96,231.92,204.74
55029,99.57,254.93,267.02,241.32,268.96,231.92,204.74
55520,99.57,255.22,267.02,241.32,268.96,231.92,204.74
55521,99.57,255.22,198.07,241.32,268.96,231.92,204.74
55523,99.57,255.22,198.07,241.32,268.96,239.56,204.74
55523,99.57,255.22,198.07,241.32,268.96,239.56,263.43
55524,99.57,255.22,198.07,241.32,241.61,239.56,263.43
55524,99.57,255.22,198.07,277.84,241.61,239.56,263.43
56029,103.17,255.22,198.07,277.84,241.61,239.56,263.43
57020,103.17,241.87,198.07,277.84,241.61,239.56,263.43
57021,103.17,241.87,258.79,277.84,241.61,239.56,263.43
57023,103.17,241.87,258.79,277.84,241.61,225.33,263.43
57023,103.17,241.87,258.79,277.84,241.61,225.33,216.7
57024,103.17,241.87,258.79,277.84,270.3,225.33,216.7
